Id,Values_Code,Values_Name,Values_Type,Values_Disp,Values_RecType,Values_CompanyCode,Values_EnerSource,Values_OperStartdate,Values_State,Date
Sistema,3J3D,AGPE LA TURBINA,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,SCEC,RAD SOLAR,2023-11-23,OPERACION,2024-05-13
Sistema,3J4D,CAIMAN CIENAGUERO,SOLAR,NO DESPACHADO CENTRALMENTE,NORMAL,GNYG,RAD SOLAR,2023-12-15,OPERACION,2024-05-13
Sistema,3J4R,PARQUE SOLAR DINAMARCA,SOLAR,NO DESPACHADO CENTRALMENTE,NORMAL,GNYG,RAD SOLAR,2024-03-11,OPERACION,2024-05-13
Sistema,3J4T,PARQUE SOLAR VERSALLES,SOLAR,NO DESPACHADO CENTRALMENTE,NORMAL,GNYG,RAD SOLAR,2024-03-11,OPERACION,2024-05-13
Sistema,3J4V,PARQUE SOLAR LA MENA,SOLAR,NO DESPACHADO CENTRALMENTE,NORMAL,GNYG,RAD SOLAR,2024-02-16,OPERACION,2024-05-13
Sistema,3J5V,AGPE LUCAS JARAMILLO MONTOYA,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,SCEC,RAD SOLAR,2023-12-04,OPERACION,2024-05-13
Sistema,3J5X,AGPE NATACHA JARAMILLO MONTOYA,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,SCEC,RAD SOLAR,2023-12-04,OPERACION,2024-05-13
Sistema,3J83,GUAMO,SOLAR,NO DESPACHADO CENTRALMENTE,NORMAL,ERRG,RAD SOLAR,2023-10-31,PRUEBAS,2024-05-13
Sistema,3J85,NUMBANA,SOLAR,NO DESPACHADO CENTRALMENTE,NORMAL,ERRG,RAD SOLAR,2023-10-31,PRUEBAS,2024-05-13
Sistema,3J8B,AGPE TIENDA Y EXPEDIDO DE CARNES JC,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,GNCC,RAD SOLAR,2023-12-14,OPERACION,2024-05-13
Sistema,3J8T,AGPE TREKKER HOSTELS,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,NEUC,RAD SOLAR,2023-12-21,OPERACION,2024-05-13
Sistema,3J8V,AGPE ARA CARTAGENA SANTA MONICA,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,NEUC,RAD SOLAR,2023-12-21,OPERACION,2024-05-13
Sistema,3J8X,AGPE ARA CARTAGENA LOS CORALES,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,NEUC,RAD SOLAR,2023-12-21,OPERACION,2024-05-13
Sistema,3J8Z,AGPE ARA CARTAGENA PROVIDENCIA,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,NEUC,RAD SOLAR,2023-12-21,OPERACION,2024-05-13
Sistema,3JA3,AGPE PORTAL DEL CARIBE,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,GNCC,RAD SOLAR,2023-12-21,OPERACION,2024-05-13
Sistema,3JBP,LA NENERA,SOLAR,NO DESPACHADO CENTRALMENTE,GEN. DISTRIBUIDA,ERRG,RAD SOLAR,2024-01-13,OPERACION,2024-05-13
Sistema,3JG3,AGPE MULTIIDEAS SAS,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,GNCC,RAD SOLAR,2024-01-18,OPERACION,2024-05-13
Sistema,3JG5,AGPE FARMATODO RODADERO,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,GNCC,RAD SOLAR,2024-01-18,OPERACION,2024-05-13
Sistema,3JHX,AGPE LA MASIA,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,RTQC,RAD SOLAR,2024-01-18,OPERACION,2024-05-13
Sistema,3JHZ,AGPE PLATINUM INVESTMENTS,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,ASCC,RAD SOLAR,2024-01-18,OPERACION,2024-05-13
Sistema,3JI2,AGPE SAMUEL DAVID JULIO AMIGO,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,SCEC,RAD SOLAR,2024-01-18,OPERACION,2024-05-13
Sistema,3JI4,AGPE INVERSIONES COSIE,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,ETTC,RAD SOLAR,2024-01-18,OPERACION,2024-05-13
Sistema,3JNL,AGPE MOLINOS EL YOPAL,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,GNCC,RAD SOLAR,2024-05-01,OPERACION,2024-05-13
Sistema,3JNN,AGPE CENTROABASTOS SA,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,RTQC,RAD SOLAR,2024-02-08,OPERACION,2024-05-13
Sistema,3JNP,AGPE LENA BEATRIZ REZA GARCIA,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,SCEC,RAD SOLAR,2024-02-08,OPERACION,2024-05-13
Sistema,3JNR,AUTOG UNIBOL 1,TERMICA,NO DESPACHADO CENTRALMENTE,AUTOGENERADOR,NRCG,GAS,2024-02-11,OPERACION,2024-05-13
Sistema,3JP6,GD BASILICA,SOLAR,NO DESPACHADO CENTRALMENTE,GEN. DISTRIBUIDA,EPSG,RAD SOLAR,2024-02-16,OPERACION,2024-05-13
Sistema,3JP8,GD LA URIBE,SOLAR,NO DESPACHADO CENTRALMENTE,GEN. DISTRIBUIDA,EPSG,RAD SOLAR,2024-03-14,OPERACION,2024-05-13
Sistema,3JPA,GD ALFEREZ,SOLAR,NO DESPACHADO CENTRALMENTE,GEN. DISTRIBUIDA,EPSG,RAD SOLAR,2024-02-22,OPERACION,2024-05-13
Sistema,3JPC,GD CHICORAL,SOLAR,NO DESPACHADO CENTRALMENTE,GEN. DISTRIBUIDA,EPSG,RAD SOLAR,2024-02-29,PRUEBAS,2024-05-13
Sistema,3JPE,GD LOS CHORROS,SOLAR,NO DESPACHADO CENTRALMENTE,GEN. DISTRIBUIDA,EPSG,RAD SOLAR,2024-02-16,OPERACION,2024-05-13
Sistema,3JPK,MINIGRANJA SAN PEDRO,SOLAR,NO DESPACHADO CENTRALMENTE,GEN. DISTRIBUIDA,NTCG,RAD SOLAR,2024-02-27,OPERACION,2024-05-13
Sistema,3JPM,BARAYA,SOLAR,NO DESPACHADO CENTRALMENTE,GEN. DISTRIBUIDA,UNGG,RAD SOLAR,2024-02-18,OPERACION,2024-05-13
Sistema,3JQA,GD EL BANCO,SOLAR,NO DESPACHADO CENTRALMENTE,GEN. DISTRIBUIDA,EPSG,RAD SOLAR,2024-02-22,OPERACION,2024-05-13
Sistema,3JQC,GANDALF,SOLAR,NO DESPACHADO CENTRALMENTE,GEN. DISTRIBUIDA,UNGG,RAD SOLAR,2024-02-22,OPERACION,2024-05-13
Sistema,3JQE,CANAHUATE,SOLAR,NO DESPACHADO CENTRALMENTE,GEN. DISTRIBUIDA,UNGG,RAD SOLAR,2024-02-22,OPERACION,2024-05-13
Sistema,3JQL,AGPE CORPORACION CLUB COLOMBIA,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,ASCC,RAD SOLAR,2024-02-22,OPERACION,2024-05-13
Sistema,3JQT,AGPE TELESENTINEL,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,ETTC,RAD SOLAR,2024-02-22,OPERACION,2024-05-13
Sistema,3JQV,AGPE ARA SAN VICENTE,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,GNCC,RAD SOLAR,2024-02-22,OPERACION,2024-05-13
Sistema,3JQX,AGPE MODULTEC II,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,GNCC,RAD SOLAR,2024-02-22,OPERACION,2024-05-13
Sistema,3JQZ,AGPE MODULTEC I,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,GNCC,RAD SOLAR,2024-02-22,OPERACION,2024-05-13
Sistema,3JR2,AGPE MODULTEC III,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,GNCC,RAD SOLAR,2024-02-22,OPERACION,2024-05-13
Sistema,3K52,AGPE SINCRON OFICINAS,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,ENBC,RAD SOLAR,2024-02-29,OPERACION,2024-05-13
Sistema,3K54,AGPE SINCRON PANCE,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,ENBC,RAD SOLAR,2024-02-29,OPERACION,2024-05-13
Sistema,3K56,AGPE AMISALUD SAS,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,ENBC,RAD SOLAR,2024-02-29,OPERACION,2024-05-13
Sistema,3K5A,AGPE CLINICA SALUD ORAL,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,GNCC,RAD SOLAR,2024-02-29,OPERACION,2024-05-13
Sistema,3K5C,AGPE GRASAS Y LACTEOS DE OCCIDENTE,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,EPSC,RAD SOLAR,2024-02-29,OPERACION,2024-05-13
Sistema,3K5E,AGPE CONGNAR,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,ETTC,RAD SOLAR,2024-02-29,OPERACION,2024-05-13
Sistema,3K5G,AGPE EDGAVDA,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,ETTC,RAD SOLAR,2024-02-29,OPERACION,2024-05-13
Sistema,3K5I,AGPE ARIS TEXTIL SAS,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,GNCC,RAD SOLAR,2024-02-29,OPERACION,2024-05-13
Sistema,3K5Y,AGPE SALUD FORMA MEDICAL ESTHETIC,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,SCEC,RAD SOLAR,2024-03-01,OPERACION,2024-05-13
Sistema,3K6R,AGPE PANADERIA GALAN,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,GNCC,RAD SOLAR,2024-03-07,OPERACION,2024-05-13
Sistema,3K6T,SOLAR ALEJANDRIA,SOLAR,NO DESPACHADO CENTRALMENTE,NORMAL,GNYG,RAD SOLAR,2024-04-27,OPERACION,2024-05-13
Sistema,3K6V,AGPE BANCO DE BOGOTA JAMUNDI,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,GNCC,RAD SOLAR,2024-03-07,OPERACION,2024-05-13
Sistema,3K6X,GD LA HONDA,SOLAR,NO DESPACHADO CENTRALMENTE,GEN. DISTRIBUIDA,EPSG,RAD SOLAR,2024-03-14,OPERACION,2024-05-13
Sistema,3K7L,AGPE RTS TULUA,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,GNCC,RAD SOLAR,2024-03-14,OPERACION,2024-05-13
Sistema,3K7N,AGPE FUNGICOL Y CIA,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,GNCC,RAD SOLAR,2024-03-14,OPERACION,2024-05-13
Sistema,3K7P,AGPE ANDALUCIA TALLER,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,GNCC,RAD SOLAR,2024-03-14,OPERACION,2024-05-13
Sistema,3K7R,AGPE ANDALUCIA POSCOSECHA,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,GNCC,RAD SOLAR,2024-03-14,OPERACION,2024-05-13
Sistema,3K7T,AGPE ANDALUCIA PORTERIA,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,GNCC,RAD SOLAR,2024-03-14,OPERACION,2024-05-13
Sistema,3K88,AGPE FABRICA CALZADO ROMULO,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,FERC,RAD SOLAR,2024-03-21,OPERACION,2024-05-13
Sistema,3K8A,CELSIA SOLAR ALUMINA,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOGENERADOR,EPSG,RAD SOLAR,2024-03-24,OPERACION,2024-05-13
Sistema,3K8C,BSB 503,SOLAR,NO DESPACHADO CENTRALMENTE,NORMAL,ISGG,RAD SOLAR,2023-07-31,PRUEBAS,2024-05-13
Sistema,3K8E,BSB 504,SOLAR,NO DESPACHADO CENTRALMENTE,NORMAL,ISGG,RAD SOLAR,2023-07-31,PRUEBAS,2024-05-13
Sistema,3K91,AGPE CALZACOSTA OFICINAS,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,GNCC,RAD SOLAR,2024-03-28,OPERACION,2024-05-13
Sistema,3K93,AGPE CI FARMAPLAST,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,ETTC,RAD SOLAR,2024-03-28,OPERACION,2024-05-13
Sistema,3KA2,AGPE PEDRO ANTONIO TOSCANO TOSCANO,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,SCEC,RAD SOLAR,2024-04-01,OPERACION,2024-05-13
Sistema,3KA6,AGPE CC LA FLORIDA I,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,RTQC,RAD SOLAR,2024-04-04,OPERACION,2024-05-13
Sistema,3KA8,AGPE SOLUCIONES ADUANERAS,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,BIAC,RAD SOLAR,2024-04-04,OPERACION,2024-05-13
Sistema,3KE2,AGPE BICITIENDA JR,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,SCEC,RAD SOLAR,2024-04-11,OPERACION,2024-05-13
Sistema,3KE4,AGPE CARLOS MANUEL BOOM BURGOS,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,SCEC,RAD SOLAR,2024-04-11,OPERACION,2024-05-13
Sistema,3KE6,AGPE KALA,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,ETTC,RAD SOLAR,2024-04-11,OPERACION,2024-05-13
Sistema,3KJK,SOL Y CIELO I,SOLAR,NO DESPACHADO CENTRALMENTE,NORMAL,EYCG,RAD SOLAR,2023-12-31,PRUEBAS,2024-05-13
Sistema,3KK1,AGPE MEAT MARKET,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,ENBC,RAD SOLAR,2024-04-18,OPERACION,2024-05-13
Sistema,3KK3,AGPE VITELSA,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,ETTC,RAD SOLAR,2024-04-18,OPERACION,2024-05-13
Sistema,3KK5,AGPE DINISSAN CALI,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,ETTC,RAD SOLAR,2024-04-18,OPERACION,2024-05-13
Sistema,3KK7,AGPE ABISAI,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,ETTC,RAD SOLAR,2024-04-18,OPERACION,2024-05-13
Sistema,3KK9,AGPE SUPERCANAVERAL,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,ETTC,RAD SOLAR,2024-04-18,OPERACION,2024-05-13
Sistema,3KKB,AGPE JORGE EMILIO MONTES,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,SCEC,RAD SOLAR,2024-04-18,OPERACION,2024-05-13
Sistema,3KKD,AGPE VITE,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,ETTC,RAD SOLAR,2024-04-18,OPERACION,2024-05-13
Sistema,3KL4,POWER PLANT DRUMMOND 1,TERMICA,NO DESPACHADO CENTRALMENTE,AUTOGENERADOR,DRUG,GAS,2024-04-22,OPERACION,2024-05-13
Sistema,3KL6,AGPE GASTROCESAR,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,NEUC,RAD SOLAR,2024-04-20,OPERACION,2024-05-13
Sistema,3KL8,AGPE MANUEL GONZALEZ CASA 1,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,SCEC,RAD SOLAR,2024-04-20,OPERACION,2024-05-13
Sistema,3KLA,AGPE JAIME HUMBERTO VELEZ,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,ENBC,RAD SOLAR,2024-04-20,OPERACION,2024-05-13
Sistema,3KLC,AGPE ALFONSO PAYAN,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,ENBC,RAD SOLAR,2024-04-20,OPERACION,2024-05-13
Sistema,3KLE,AGPE ALFREDO PACHECO,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,ENBC,RAD SOLAR,2024-04-20,OPERACION,2024-05-13
Sistema,3KLG,AGPE CHM MINERIA SAS,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,QIEC,RAD SOLAR,2024-04-20,OPERACION,2024-05-13
Sistema,3KLI,AGPE JUAN ERAZO,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,ENBC,RAD SOLAR,2024-04-20,OPERACION,2024-05-13
Sistema,3KLK,AGPE SEMINARIO DIOCESANO CRISTO SACERDOTE,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,CETC,RAD SOLAR,2024-04-21,OPERACION,2024-05-13
Sistema,3KLM,AGPE BERNARDO LENIS,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,ENBC,RAD SOLAR,2024-04-22,OPERACION,2024-05-13
Sistema,3KLO,AGPE HENRI GALVIS NIETO,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,GNCC,RAD SOLAR,2024-04-22,OPERACION,2024-05-13
Sistema,3KLQ,AUTOG TERMOMACAGUA 1,TERMICA,NO DESPACHADO CENTRALMENTE,AUTOGENERADOR,GSAG,GAS,2024-02-29,PRUEBAS,2024-05-13
Sistema,3KLS,AGPE PARDO CORENA LTDA,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,SCEC,RAD SOLAR,2024-04-23,OPERACION,2024-05-13
Sistema,3KLU,AGPE SUMILAN,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,GNCC,RAD SOLAR,2024-04-25,OPERACION,2024-05-13
Sistema,3KO9,AGPE CACHARRERIA JUNIOR L,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,SCEC,RAD SOLAR,2024-04-25,OPERACION,2024-05-13
Sistema,3KOD,ECOPARQUE SOLAR BRISAS,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOGENERADOR,GECG,RAD SOLAR,2024-04-27,OPERACION,2024-05-13
Sistema,3KOJ,AGPE MADEPAL,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,CETC,RAD SOLAR,2024-04-27,OPERACION,2024-05-13
Sistema,3KOL,GD PALERMO,SOLAR,NO DESPACHADO CENTRALMENTE,GEN. DISTRIBUIDA,EPSG,RAD SOLAR,2024-02-29,PRUEBAS,2024-05-13
Sistema,3KOP,AGPE CASITA DEL CUY,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,NEUC,RAD SOLAR,2024-04-28,OPERACION,2024-05-13
Sistema,3KOR,AGPE SUBASTAR SAHAGUN,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,SCEC,RAD SOLAR,2024-04-28,OPERACION,2024-05-13
Sistema,3KOT,AGPE CESAR JULIO HERNANDEZ,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,SCEC,RAD SOLAR,2024-04-28,OPERACION,2024-05-13
Sistema,3KOV,AGPE INDUSTRIAS NEGLE II,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,NEUC,RAD SOLAR,2024-04-28,OPERACION,2024-05-13
Sistema,3KR2,AGPE FUNDACION  OFTALMOLOGICA,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,BIAC,RAD SOLAR,2024-05-06,OPERACION,2024-05-13
Sistema,3KR4,AGPE CC LA FLORIDA II,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,RTQC,RAD SOLAR,2024-05-06,OPERACION,2024-05-13
Sistema,3KR6,AGPE RAMON GIRALDO GONZALEZ,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,SCEC,RAD SOLAR,2024-05-06,OPERACION,2024-05-13
Sistema,3KR8,AGPE MAURICIO VERGARA FRANCO,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOG PEQ. ESCALA,SCEC,RAD SOLAR,2024-05-06,OPERACION,2024-05-13
Sistema,ABJ1,LA CASCADA ( ABEJORRAL),HIDRAULICA,NO DESPACHADO CENTRALMENTE,NORMAL,GPEG,AGUA,2007-09-17,OPERACION,2024-05-13
Sistema,AFR1,AGUA FRESCA,HIDRAULICA,NO DESPACHADO CENTRALMENTE,NORMAL,ADCG,AGUA,2008-04-10,OPERACION,2024-05-13
Sistema,ALBG,ALBAN,HIDRAULICA,DESPACHADO CENTRALMENTE,NORMAL,EPSG,AGUA,2000-12-15,OPERACION,2024-05-13
Sistema,ALTG,ALTO TULUA,HIDRAULICA,NO DESPACHADO CENTRALMENTE,NORMAL,EPSG,AGUA,2012-05-28,OPERACION,2024-05-13
Sistema,AMA1,AMAIME,HIDRAULICA,NO DESPACHADO CENTRALMENTE,NORMAL,EPSG,AGUA,2011-01-06,OPERACION,2024-05-13
Sistema,AMF1,AMALFI,HIDRAULICA,NO DESPACHADO CENTRALMENTE,GEN. DISTRIBUIDA,HZEG,AGUA,2007-08-05,OPERACION,2024-05-13
Sistema,AMR1,AMERICA,HIDRAULICA,NO DESPACHADO CENTRALMENTE,GEN. DISTRIBUIDA,EPMG,AGUA,1997-01-01,OPERACION,2024-05-13
Sistema,APHA,FUTURA - PARQUE ALPHA,EOLICA,DESPACHADO CENTRALMENTE,NORMAL,VNRG,VIENTO,2022-12-01,PRUEBAS,2024-05-13
Sistema,APLU,FUTURA - APOTOLORRU,EOLICA,DESPACHADO CENTRALMENTE,NORMAL,CHVG,VIENTO,2022-12-01,PRUEBAS,2024-05-13
Sistema,ARG1,AUTOG ARGOS CARTAGENA,TERMICA,NO DESPACHADO CENTRALMENTE,AUTOGENERADOR,EPSG,GAS,2016-03-15,OPERACION,2024-05-13
Sistema,ASN1,ASNAZU,HIDRAULICA,NO DESPACHADO CENTRALMENTE,GEN. DISTRIBUIDA,GNCG,AGUA,1934-01-01,OPERACION,2024-05-13
Sistema,AYR1,AUTOG AYURA,HIDRAULICA,NO DESPACHADO CENTRALMENTE,AUTOGENERADOR,EPMG,AGUA,1983-10-26,OPERACION,2024-05-13
Sistema,BAR1,BARROSO,HIDRAULICA,NO DESPACHADO CENTRALMENTE,NORMAL,ISGG,AGUA,2012-11-30,OPERACION,2024-05-13
Sistema,BETA,FUTURA - PARQUE BETA,EOLICA,DESPACHADO CENTRALMENTE,NORMAL,EOEG,VIENTO,2022-12-01,PRUEBAS,2024-05-13
Sistema,BLL3,BELLO,HIDRAULICA,NO DESPACHADO CENTRALMENTE,NORMAL,EPMG,AGUA,1997-01-01,OPERACION,2024-05-13
Sistema,BLM1,BELMONTE,HIDRAULICA,NO DESPACHADO CENTRALMENTE,NORMAL,EEPG,AGUA,1939-01-01,OPERACION,2024-05-13
Sistema,BSQ1,EL BOSQUE,HIDRAULICA,NO DESPACHADO CENTRALMENTE,NORMAL,ERCG,AGUA,1935-01-01,OPERACION,2024-05-13
Sistema,BYN1,BAYONA,HIDRAULICA,NO DESPACHADO CENTRALMENTE,GEN. DISTRIBUIDA,CALG,AGUA,1943-01-01,OPERACION,2024-05-13
Sistema,CAS1,CENTRAL CASTILLA 1,COGENERADOR,NO DESPACHADO CENTRALMENTE,COGENERADOR,RPEG,BAGAZO,2004-08-15,OPERACION,2024-05-13
Sistema,CCN1,COCONUCO,HIDRAULICA,NO DESPACHADO CENTRALMENTE,NORMAL,EMEG,AGUA,2000-09-27,OPERACION,2024-05-13
Sistema,CELE,FUTURA - CASA ELECTRICA,EOLICA,DESPACHADO CENTRALMENTE,NORMAL,CHVG,VIENTO,2022-12-01,PRUEBAS,2024-05-13
Sistema,CGM1,MAYAGUEZ 1,COGENERADOR,NO DESPACHADO CENTRALMENTE,COGENERADOR,EPSG,BAGAZO,2010-08-17,OPERACION,2024-05-13
Sistema,CHBG,BETANIA,HIDRAULICA,DESPACHADO CENTRALMENTE,NORMAL,ENDG,AGUA,1987-11-01,OPERACION,2024-05-13
Sistema,CHVR,CHIVOR,HIDRAULICA,DESPACHADO CENTRALMENTE,NORMAL,CHVG,AGUA,1977-05-23,OPERACION,2024-05-13
Sistema,CIP1,INGENIO PROVIDENCIA 2,COGENERADOR,NO DESPACHADO CENTRALMENTE,COGENERADOR,NTCG,BAGAZO,2009-05-18,OPERACION,2024-05-13
Sistema,CIS1,INGENIO SAN CARLOS 1,COGENERADOR,NO DESPACHADO CENTRALMENTE,COGENERADOR,EPSG,BAGAZO,2011-07-23,OPERACION,2024-05-13
Sistema,CLDR,CALDERAS,HIDRAULICA,NO DESPACHADO CENTRALMENTE,NORMAL,ISGG,AGUA,2006-06-30,OPERACION,2024-05-13
Sistema,CLL1,CARLOS LLERAS,HIDRAULICA,DESPACHADO CENTRALMENTE,FILO AGUA ESPECIAL,HDPG,AGUA,2015-11-22,OPERACION,2024-05-13
Sistema,CLMG,CALIMA,HIDRAULICA,DESPACHADO CENTRALMENTE,NORMAL,EPSG,AGUA,1967-01-01,OPERACION,2024-05-13
